block,condition,seed,test_year,threshold,r_dist_err,r_std_err,auc_dist,auc_std,n_steps,regen_id,config_hash,git_sha,image,steps,epi,revenue,cost_total,cost_heat,cost_co2,cost_elec,fruit_dm_growth,energy_heat_kwh_m2,energy_elec_kwh_m2,co2_kg_m2,t_in_in_corridor_pct,t_in_violation_steps,t_in_violation_area,co2_in_corridor_pct,co2_violation_steps,co2_violation_area,rh_in_corridor_pct,rh_violation_steps,rh_violation_area,violation_steps_total,boiler_sum,lamp_sum,co2_injection_sum,vent_sum,solver_failures,steps_expected,season_fraction,truncated,guard_activations,secs
guard,plain,14,2021,2.8595478900837894,,,,,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,5760.0,-3.6697482340897993,8.148356611551229,11.818104845641027,6.3018896476568695,1.8984728747002644,3.617742323283894,331026.9873442687,70.02099608507633,12.05914107761298,6.328242915667548,54.09722222222222,2644.0,4366.601382493973,99.32291666666669,39.0,25500.33703613281,57.06597222222223,2473.0,5419.04615020752,5156.0,2154.492188721042,415.8324509900159,1406.276203780553,1421.7534433663063,0.0,5760.0,1.0,False,-1.0,74.7
guard,guarded,14,2021,2.8595478900837894,,,,,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,5760.0,-2.001466450353684,7.392176359410792,9.393642809764476,5.904199979571505,1.7027526897547576,1.7866901404382127,300307.1646010634,65.60222199523895,5.955633801460709,5.675842299182525,45.60763888888889,3133.0,7686.446593046188,99.0625,54.0,25974.256225585938,47.88194444444444,3002.0,12924.224506378174,6189.0,2018.5299074739155,205.366682735516,1261.2982893182789,1297.4286981668358,0.0,5760.0,1.0,False,-1.0,73.7
signal,mahalanobis,14,2022,2.8595478900837894,0.2605953797606925,0.3309578421514759,0.7130085737024888,0.7332944106802152,5759.0,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
guard,plain,14,2022,2.8595478900837894,,,,,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,5760.0,-3.1935604749962194,10.67229195287928,13.865852427875502,5.1429738131969245,2.253810936435481,6.469067678243096,433561.8605857208,57.14415347996583,21.56355892747699,7.512703121451604,55.295138888888886,2575.0,5089.740785598755,97.11805555555556,166.0,101034.0809326172,63.14236111111112,2123.0,4778.594623565674,4864.0,1758.281645148517,743.5709975192336,1669.489582910524,1372.0988144160117,0.0,5760.0,1.0,False,-1.0,77.6
guard,guarded,14,2022,2.8595478900837894,,,,,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,5329.0,-1.2019135230421087,8.406321458129437,9.608234981171544,5.081356712405685,1.737292598219159,2.7895856705467024,341506.8092365084,56.45951902672984,9.298618901822342,5.790975327397197,50.328391818352415,2647.0,8307.658567428589,96.58472508913492,182.0,105926.91625976562,57.60930756239444,2259.0,9856.84539413452,5088.0,1737.2159711302352,320.6420310444024,1286.8834051290644,1043.667747597865,0.0,5760.0,0.9252,True,-1.0,69.6
signal,mahalanobis,14,2023,2.8595478900837894,0.0888154213614333,0.2523409090227384,0.591951920809484,0.7377742003773019,5759.0,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
guard,plain,14,2023,2.8595478900837894,,,,,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,5760.0,-1.8818606704464125,9.156863382493896,11.038724052940308,5.1439964608885616,2.463088687438552,3.4316389046131963,371997.57491381455,57.15551623209513,11.438796348710657,8.210295624795172,52.65625000000001,2727.0,3767.357474327088,100.0,0.0,0.0,57.8125,2430.0,4015.5602264404297,5157.0,1758.6312687981238,394.44125346081705,1824.5101392967456,1767.9685235302436,0.0,5760.0,1.0,False,-1.0,70.8
guard,guarded,14,2023,2.8595478900837894,,,,,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,5760.0,-1.665104870377808,8.57763634558809,10.242741215965896,5.179236880574861,2.4307582535855907,2.632746081805446,348466.4765395162,57.5470764508318,8.77582027268482,8.102527511951969,48.94097222222222,2941.0,4911.34131860733,99.86111111111111,8.0,2112.778076171875,55.43402777777777,2567.0,6195.741714477539,5516.0,1770.679275079242,302.6144921234908,1800.5616687994611,1708.3880148842131,0.0,5760.0,1.0,False,-1.0,69.9
signal,mahalanobis,15,2021,2.8595478900837894,0.1808677448491054,-0.0023867469683432,0.6680832234656033,0.5983600901451326,5759.0,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
guard,plain,15,2021,2.8595478900837894,,,,,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,5760.0,-4.136355631387652,7.698514044482175,11.834869675869824,5.90789851622062,3.813732442762424,2.113238716886782,312752.1330570884,65.64331684689577,7.0441290562892735,12.712441475874746,53.732638888888886,2665.0,4143.49119925499,65.36458333333334,1995.0,1873134.511871338,35.59027777777778,3710.0,6880.277442932129,8370.0,2019.794365750295,242.9010020407996,2824.986994402594,1322.7922141943973,0.0,5760.0,1.0,False,-1.0,72.9
guard,guarded,15,2021,2.8595478900837894,,,,,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,5760.0,-2.781863602938307,7.495266311889381,10.27712991482769,5.698854363192666,3.7659775252151753,0.8122980264198477,304495.19392050616,63.32060403547407,2.707660088066159,12.553258417383915,51.31944444444444,2804.0,6045.510585069656,61.145833333333336,2238.0,1922587.4200439453,37.51736111111112,3599.0,11857.220375061035,8641.0,1948.326278593605,93.3675891635269,2789.612981403924,1186.8139257012767,0.0,5760.0,1.0,False,-1.0,70.1
signal,mahalanobis,15,2022,2.8595478900837894,0.2036618100870999,0.0117005627053297,0.7125054598902395,0.5752252288464423,5759.0,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
guard,plain,15,2022,2.8595478900837894,,,,,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,5760.0,-3.5134745829010594,9.723293605590772,13.236768188491832,5.093193964940566,3.806237695059142,4.337336528492123,395008.8027271251,56.59104405489518,14.457788428307076,12.687458983530474,54.53125,2619.0,5109.033074378967,75.59027777777779,1406.0,1120267.8823242188,49.02777777777778,2936.0,5510.77173614502,6961.0,1741.2628940634777,498.5444285604732,2819.435329575584,1359.623191094267,0.0,5760.0,1.0,False,-1.0,75.2
guard,guarded,15,2022,2.8595478900837894,,,,,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,5760.0,-0.9076286079120898,9.816639143361677,10.724267751273768,4.945192765941486,3.8254118222986015,1.95366316303368,398800.9651990682,54.946586288238734,6.5122105434456,12.75137274099534,53.66319444444444,2669.0,7319.912704944611,71.99652777777777,1613.0,1534751.4333496094,49.40972222222222,2914.0,9163.20987701416,7196.0,1690.6641933529656,224.55898417835735,2833.638386157112,1211.8904418435825,0.0,5760.0,1.0,False,-1.0,71.0
signal,mahalanobis,15,2023,2.8595478900837894,0.0898447184743201,0.0672466387707035,0.617765142988831,0.6032026443286814,5759.0,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
guard,plain,15,2023,2.8595478900837894,,,,,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,5760.0,-3.8645719765736297,7.784846427794461,11.649418404368092,5.004028814171838,4.668565568547455,1.9768240216487976,316259.38612915,55.60032015746487,6.589413405495992,15.56188522849152,52.98611111111112,2708.0,3439.4497113227844,81.92708333333333,1041.0,685060.9086914062,44.201388888888886,3214.0,5195.000270843506,6963.0,1710.7790819513575,227.2211518157125,3458.196719071105,1774.7281896967115,0.0,5760.0,1.0,False,-1.0,70.2
guard,guarded,15,2023,2.8595478900837894,,,,,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,5760.0,-2.9400875469592345,7.711758243453366,10.6518457904126,5.042506051221718,4.501835575671808,1.1075041635190732,313290.17864029296,56.02784501357465,3.6916805450635777,15.006118585572692,49.73958333333333,2895.0,4404.31457567215,81.84027777777779,1046.0,761307.3581542969,45.90277777777778,3116.0,6556.929111480713,7057.0,1723.933691773792,127.29932909772717,3334.6930202727717,1733.90705409951,0.0,5760.0,1.0,False,-1.0,69.1
signal,mahalanobis,16,2021,2.8595478900837894,0.2483014649027092,0.1472143859370483,0.6814968004373272,0.6248680247389973,5759.0,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
guard,plain,16,2021,2.8595478900837894,,,,,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,5760.0,-3.980644370214997,7.927761347842046,11.908405718057043,6.645096499209999,1.947771288987367,3.315537929859676,322065.3047560831,73.83440554677777,11.051793099532253,6.492570963291223,55.71180555555556,2551.0,4188.203583955765,99.47916666666666,30.0,19998.496459960938,65.36458333333334,1995.0,3902.7794799804688,4576.0,2271.8278632593606,381.096313691831,1442.7935471447938,1397.4282424420603,0.0,5760.0,1.0,False,-1.0,67.9
guard,guarded,16,2021,2.8595478900837894,,,,,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,5760.0,-2.498691519533573,7.259606756282356,9.75829827581593,6.316363799494045,1.743451516608749,1.6984829597131348,294921.5244739707,70.18181999437829,5.661609865710449,5.811505055362497,46.26736111111111,3095.0,7421.583261489868,98.02083333333331,114.0,26494.846435546875,54.80902777777777,2603.0,11559.57347869873,5812.0,2159.440614630593,195.227926517865,1291.445568030697,1238.8561378961383,0.0,5760.0,1.0,False,-1.0,67.5
signal,mahalanobis,16,2022,2.8595478900837894,0.2565049258788157,0.1967357295576936,0.7297218671618754,0.6421397008382104,5759.0,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
guard,plain,16,2022,2.8595478900837894,,,,,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,5760.0,-3.577059129942836,10.14967904627574,13.72673817621858,5.568463590318533,2.355807119844636,5.802467466055408,412330.711254952,61.87181767020593,19.34155822018469,7.85269039948212,58.90625000000001,2367.0,4730.691073417664,97.41319444444444,149.0,139873.6162109375,70.20833333333333,1716.0,3343.2582626342773,4232.0,1903.7482346064216,666.95028349669,1745.0423115035023,1363.5640765418418,0.0,5760.0,1.0,False,-1.0,73.1
guard,guarded,16,2022,2.8595478900837894,,,,,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,5329.0,-1.3012135623309715,8.397299254577874,9.698512816908844,5.39517174673579,1.821814794446428,2.4815262757266265,341140.2822172261,59.94635274150878,8.271754252422088,6.072715981488094,51.829611559392006,2567.0,7568.509853363037,96.88496903734284,166.0,86996.63903808594,61.96284481140927,2027.0,8524.307888031006,4760.0,1844.503160994278,285.2329051847902,1349.4924403512368,1048.6824857309248,0.0,5760.0,0.9252,True,-1.0,66.4
signal,mahalanobis,16,2023,2.8595478900837894,0.1123461704203967,0.1471766981591268,0.6006515692327481,0.6334541208437842,5759.0,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
guard,plain,16,2023,2.8595478900837894,,,,,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,5760.0,-3.189337803598025,8.271068442648163,11.460406246246189,5.581437646289432,2.6416815981938155,3.237287001762941,336012.15548258164,62.01597384766036,10.790956672543135,8.805605327312719,59.44444444444444,2336.0,3100.9846935272217,100.0,0.0,0.0,65.72916666666667,1974.0,2914.888656616211,4310.0,1908.183810296777,372.1019542986437,1956.8011850706785,1745.7662145920026,0.0,5760.0,1.0,False,-1.0,68.6
guard,guarded,16,2023,2.8595478900837894,,,,,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,5760.0,-2.720731851727406,7.855676728094063,10.57640857982147,5.63530502497198,2.619188100150768,2.3219154546987224,319136.8670788213,62.61450027746645,7.739718182329075,8.73062700050256,54.114583333333336,2643.0,4146.501465797424,99.86111111111111,8.0,1464.724609375,64.82638888888889,2026.0,5253.695930480957,4677.0,1926.6000083030397,266.88683373685257,1940.1393334650404,1679.99611361011,0.0,5760.0,1.0,False,-1.0,67.2
signal,mahalanobis,17,2021,2.8595478900837894,0.2444712315530973,0.0795349370544569,0.6382082449032093,0.5097242989902887,5759.0,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
guard,plain,17,2021,2.8595478900837894,,,,,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,5760.0,-2.026562617074995,7.752096213530299,9.778658830605297,7.279983756793959,1.6920646646447828,0.8066104091665527,314928.9086746684,80.88870840882177,2.688701363888509,5.6402155488159424,71.47569444444444,1643.0,1512.960708141327,99.72222222222224,16.0,4968.412353515625,60.41666666666666,2280.0,3809.3485565185542,3939.0,2488.883335362084,92.71384005692856,1253.3812330761075,1338.6649406505578,0.0,5760.0,1.0,False,-1.0,67.6
guard,guarded,17,2021,2.8595478900837894,,,,,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,5760.0,-4.276979152470952,7.814869299841991,12.09184845231294,6.766528720737918,1.5015406151220214,3.823779116453002,317479.06530608085,75.18365245264354,12.745930388176674,5.005135383740072,60.920138888888886,2251.0,6613.968670845032,98.69791666666666,75.0,23873.39782714844,51.45833333333333,2796.0,12534.498489379885,5122.0,2313.343152715885,439.51484083970695,1112.25230814008,1140.376024661011,0.0,5760.0,1.0,False,-1.0,68.8
signal,mahalanobis,17,2022,2.8595478900837894,0.2898233784073254,0.173414526459088,0.7191815992989903,0.574152008703668,5759.0,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
guard,plain,17,2022,2.8595478900837894,,,,,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,5760.0,5.3687173004616975,14.96206208917974,9.593344788718042,6.580813004401355,2.076198119162136,0.9363336651545504,607833.7723729269,73.12014449334839,3.1211122171818357,6.92066039720712,82.8125,990.0,761.7031955718994,100.0,0.0,0.0,66.00694444444444,1958.0,3031.229202270508,2948.0,2249.850599902012,107.62455935783026,1537.924533085413,1340.410993224673,0.0,5760.0,1.0,False,-1.0,76.5
guard,guarded,17,2022,2.8595478900837894,,,,,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,4453.0,-2.115773035155017,7.646002605888569,9.761775641043588,5.791178512039692,1.14290232522446,2.8276948037794347,310618.85586422315,64.34642791155214,9.425649345931449,3.8096744174148665,67.12328767123287,1464.0,4653.177919149399,99.05681562991242,42.0,22018.28857421875,63.2382663373007,1637.0,6546.1116943359375,3143.0,1979.890089599207,325.0223911648651,846.5943146836803,747.1191637167998,0.0,5760.0,0.7731,True,-1.0,54.6
signal,mahalanobis,17,2023,2.8595478900837894,0.1587922430711957,0.1366692003084645,0.596475088162154,0.5569489999356871,5759.0,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
guard,plain,17,2023,2.8595478900837894,,,,,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,5760.0,4.349256089087734,12.671114623630215,8.321858534542482,5.798404895037277,2.215513912682427,0.3079397268227774,514764.0315849775,64.42672105596975,1.0264657560759247,7.38504637560809,77.67361111111111,1286.0,991.8964405059814,100.0,0.0,0.0,56.05902777777778,2531.0,3917.306518554688,3817.0,1982.360647209036,35.39537091284896,1641.1214163541713,1727.2414728687172,0.0,5760.0,1.0,False,-1.0,77.0
guard,guarded,17,2023,2.8595478900837894,,,,,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,5760.0,0.1118051462835973,9.376316570227996,9.2645114239444,5.7862143927868175,2.115858774788592,1.3624382563689903,380912.8606655124,64.29127103096464,4.541460854563302,7.05286258262864,67.34375,1881.0,3175.1307916641235,99.5659722222222,25.0,4815.939453125,53.888888888888886,2656.0,8532.617092132568,4562.0,1978.1929542832645,156.6020985432275,1567.302794949278,1639.27498298825,0.0,5760.0,1.0,False,-1.0,72.3
signal,mahalanobis,18,2021,2.8595478900837894,0.2503801842593245,0.1456035978382185,0.6444958277059618,0.5791168242330696,5759.0,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
guard,plain,18,2021,2.8595478900837894,,,,,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,5760.0,-6.9011500989466175,7.7228088174392,14.623958916385812,5.445621944999534,5.20190604963888,3.976430921747402,313739.1082084675,60.50691049999482,13.254769739158007,17.3396868321296,53.92361111111112,2654.0,4269.843441724777,49.25347222222222,2923.0,5852201.809448242,32.65625,3879.0,10225.516159057615,9456.0,1861.7510918626613,457.0610252685481,3853.263740177156,1260.6883061956466,0.0,5760.0,1.0,False,-1.0,72.6
guard,guarded,18,2021,2.8595478900837894,,,,,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,5760.0,-6.559092578538062,8.55088805388399,15.109980632422053,5.144727097868987,4.769193261463545,5.196060273089518,347379.82718903705,57.16363442076653,17.320200910298396,15.89731087154515,49.18402777777778,2927.0,7165.864252090454,50.08680555555556,2875.0,5224816.154602051,34.11458333333333,3795.0,16682.308616638184,9597.0,1758.8810594913475,597.2483072649618,3532.7357481207064,1191.453147652912,0.0,5760.0,1.0,False,-1.0,72.0
signal,mahalanobis,18,2022,2.8595478900837894,0.2883500948387381,0.260675310434234,0.7109931037901687,0.6390972356207258,5759.0,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
guard,plain,18,2022,2.8595478900837894,,,,,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,5760.0,-7.585119171633871,8.961429077924716,16.54654824955859,3.9468024157864896,5.0859236905216925,7.513822143250406,364058.05629069166,43.85336017540544,25.046073810834688,16.95307896840564,54.270833333333336,2634.0,5414.221873283386,56.96180555555556,2479.0,8767844.079467773,43.90625,3231.0,11487.649436950684,8344.0,1349.3341585784638,863.6577177498951,3767.350882536629,1259.6926005027458,0.0,5760.0,1.0,False,-1.0,75.4
guard,guarded,18,2022,2.8595478900837894,,,,,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,5027.0,-6.5153640162909205,8.580832837867664,15.096196854158585,3.794023673101394,4.343073714711949,6.959099466345242,348596.33403837384,42.15581859001549,23.196998221150807,14.476912382373165,49.57230952854586,2535.0,7592.869223117828,49.95026854983091,2516.0,7846007.824951172,38.05450566938532,3114.0,14463.68088912964,8165.0,1297.1021104063825,799.8964901677265,3217.0916405960143,927.6631883110384,0.0,5760.0,0.8727,True,-1.0,65.1
signal,mahalanobis,18,2023,2.8595478900837894,0.1593063256519804,0.1788800921700842,0.6003884561172208,0.5983805228632066,5759.0,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
guard,plain,18,2023,2.8595478900837894,,,,,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,5760.0,1.932082897685406,13.069060571016504,11.136977673331096,4.7737551337945625,5.662541796063424,0.7006807434731103,530930.5856975454,53.04172370882847,2.335602478243701,18.875139320211414,57.795138888888886,2431.0,2730.9627599716187,69.02777777777777,1784.0,1675842.0612792969,46.28472222222222,3094.0,6238.925670623779,7309.0,1632.0530365971338,80.53801667159496,4194.475402384911,1669.2810280541153,0.0,5760.0,1.0,False,-1.0,77.1
guard,guarded,18,2023,2.8595478900837894,,,,,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,5760.0,-0.8373758944948111,10.567639780793389,11.4050156752882,4.741109299448947,5.423145847125136,1.240760528714118,429310.3660947315,52.67899221609942,4.13586842904706,18.077152823750456,53.31597222222222,2689.0,4213.176355838776,69.47916666666667,1758.0,1622906.6259765625,43.75,3240.0,8491.841022491455,7687.0,1620.8920674990404,142.61615290415995,4017.1450712589385,1638.878946787133,0.0,5760.0,1.0,False,-1.0,72.4
signal,mahalanobis,19,2021,2.8595478900837894,0.2926337355498576,0.1173060115576733,0.675010919780479,0.572881495594572,5759.0,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
guard,plain,19,2021,2.8595478900837894,,,,,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,5760.0,-26.25971431418261,19.05559015219468,45.3153044663773,7.758548519831578,2.326263793071625,35.23049215347409,774133.3499329089,86.20609466479532,117.43497384491364,7.754212643572084,75.20833333333333,1428.0,1397.3862099647522,99.6527777777778,20.0,9028.20947265625,30.729166666666668,3990.0,6940.310806274414,5438.0,2652.495220312765,4049.481856365017,1723.1583651713413,1908.1673751897629,0.0,5760.0,1.0,False,-1.0,70.3
guard,guarded,19,2021,2.8595478900837894,,,,,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,5760.0,-25.666800531519527,18.013001477017617,43.67980200853714,7.853423993256612,2.3406815379557644,33.485696477324765,731778.1850038407,87.26026659174013,111.61898825774922,7.802271793185882,67.17013888888889,1891.0,4271.519158363342,99.375,36.0,17371.783935546875,30.381944444444443,4010.0,12490.61431503296,5937.0,2684.931279624644,3848.9306297537087,1733.8381757482916,1813.2448712216171,0.0,5760.0,1.0,False,-1.0,68.6
signal,mahalanobis,19,2022,2.8595478900837894,0.3177042084109542,0.213032989056399,0.7207894197376037,0.6301577539820352,5759.0,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
guard,plain,19,2022,2.8595478900837894,,,,,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,5760.0,-15.086702874152122,23.808941821639067,38.89564469579119,6.402041343699938,2.510005837055356,29.983597515035896,967238.2615040872,71.13379270777709,99.94532505011966,8.366686123517855,81.47569444444444,1067.0,945.2408323287964,100.0,0.0,0.0,39.86111111111112,3464.0,5910.735553741455,4531.0,2188.7320817171176,3446.390519075546,1859.263582882784,1739.8154862049803,0.0,5760.0,1.0,False,-1.0,76.9
guard,guarded,19,2022,2.8595478900837894,,,,,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,5329.0,-20.79231713743104,16.72245391932438,37.51477105675542,6.4530902848935,2.16980612455542,28.891874647306505,679349.6904725529,71.70100316548333,96.30624882435502,7.232687081851399,69.31882154250329,1635.0,4679.6285746097565,99.13679864890224,46.0,20340.53820800781,40.64552448864703,3163.0,10490.570934295654,4844.0,2206.1847127912265,3320.9051314540657,1607.2637950699482,1488.5420384137574,0.0,5760.0,0.9252,True,-1.0,63.6
signal,mahalanobis,19,2023,2.8595478900837894,0.1401098921365879,0.1303373812711684,0.6102673403434304,0.5890581789825713,5759.0,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
guard,plain,19,2023,2.8595478900837894,,,,,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,5760.0,-17.75892323157636,22.013230301514525,39.772153533090886,6.869662760387106,2.802567869064694,30.09992290363909,894287.4809990277,76.3295862265234,100.33307634546364,9.341892896882314,72.5,1584.0,1374.3668432235718,100.0,0.0,0.0,41.05902777777778,3395.0,4852.831634521484,4979.0,2348.6026535680926,3459.761254402016,2075.9761998922904,2072.11905154286,0.0,5760.0,1.0,False,-1.0,76.5
guard,guarded,19,2023,2.8595478900837894,,,,,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,5760.0,-16.994775756176807,20.353953428927,37.34872918510381,6.984687329321721,2.8944333672959104,27.469608488486177,826879.3580501594,77.60763699246357,91.56536162828726,9.648111224319702,69.04513888888889,1783.0,2541.1980271339417,99.98263888888889,1.0,22.021484375,39.87847222222222,3463.0,7400.421329498291,5247.0,2387.927292395853,3157.426263003073,2144.024716712597,2045.2169869487648,0.0,5760.0,1.0,False,-1.0,74.5
signal,mahalanobis,2,2021,2.8595478900837894,0.2898451849050765,0.14033916473127,0.6563906842883788,0.5674058621133192,5759.0,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
guard,plain,2,2021,2.8595478900837894,,,,,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,5760.0,-1.898248230171628,7.945466901010924,9.843715131182552,6.68630826571515,1.7905927726472135,1.36681409282019,322784.59285356884,74.29231406350166,4.5560469760673,5.968642575490712,68.26388888888889,1828.0,1921.768452644348,99.77430555555556,13.0,4177.2833251953125,52.93402777777778,2711.0,5995.670440673828,4552.0,2285.917355251953,157.10506803407813,1326.3650160378518,1278.4355737759818,0.0,5760.0,1.0,False,-1.0,72.5
guard,guarded,2,2021,2.8595478900837894,,,,,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,5760.0,-3.9786061608320047,8.019205812421854,11.99781197325386,6.184498479814108,1.600516601230837,4.212796892208913,325780.2361296378,68.71664977571231,14.042656307363044,5.335055337436123,55.36458333333333,2571.0,6546.372599363327,98.38541666666669,93.0,25819.322998046875,45.364583333333336,3147.0,13542.298568725586,5811.0,2114.358453449557,484.2295279056738,1185.5678521778905,1167.2783872757036,0.0,5760.0,1.0,False,-1.0,73.4
signal,mahalanobis,2,2022,2.8595478900837894,0.3343440450914128,0.2674364444096277,0.7201993831328918,0.6348606287649796,5759.0,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
guard,plain,2,2022,2.8595478900837894,,,,,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,5760.0,5.640378129325089,15.168938338533124,9.528560209208036,5.856069885344472,2.266227007497,1.406263316366562,616238.1200029082,65.06744317049414,4.68754438788854,7.554090024990001,74.40972222222221,1474.0,1486.9831771850586,100.0,0.0,0.0,60.71180555555556,2263.0,5339.501914978027,3737.0,2002.075175004631,161.63946141681362,1678.6866713398051,1269.9947016968376,0.0,5760.0,1.0,False,-1.0,80.8
guard,guarded,2,2022,2.8595478900837894,,,,,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,5027.0,-1.8239586722577572,8.381801276553023,10.205759948810782,5.6359156462575015,1.5185826648775782,3.051261637675704,340510.67685996665,62.62128495841669,10.17087212558568,5.061942216258594,64.86970360055699,1766.0,5040.048729896545,98.82633777600954,59.0,28907.554565429688,56.49492739208275,2187.0,8571.580619812012,4012.0,1926.8087689432805,350.7197284339306,1124.8760482985786,920.6191776911764,0.0,5760.0,0.8727,True,-1.0,63.2
signal,mahalanobis,2,2023,2.8595478900837894,0.154432796483019,0.0948203901828874,0.6054041859605119,0.5721080669710806,5759.0,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
guard,plain,2,2023,2.8595478900837894,,,,,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,5760.0,4.554287264423854,12.910579776538016,8.356292512114162,5.119446924038501,2.5229871115243125,0.7138584765513496,524492.303421857,56.88274360042779,2.3795282551711656,8.409957038414376,65.64236111111111,1979.0,1920.3593044281008,100.0,0.0,0.0,49.79166666666666,2892.0,5499.69815826416,4871.0,1750.2382647758482,82.05269854069749,1868.8793431678105,1658.8849977458676,0.0,5760.0,1.0,False,-1.0,80.5
