steps,epi,revenue,cost_total,cost_heat,cost_co2,cost_elec,fruit_dm_growth,energy_heat_kwh_m2,energy_elec_kwh_m2,co2_kg_m2,t_in_in_corridor_pct,t_in_violation_steps,t_in_violation_area,co2_in_corridor_pct,co2_violation_steps,co2_violation_area,rh_in_corridor_pct,rh_violation_steps,rh_violation_area,violation_steps_total,boiler_sum,lamp_sum,co2_injection_sum,vent_sum,solver_failures,method,seed,secs,uBoil_t_in
5760,0.2242574498041234,14.331661283421534,14.107403833617411,4.760298604505833,2.4103527699871967,6.936752459124381,582223.7396389998,52.89220671673147,23.122508197081277,8.034509233290656,50.67708333333333,2841,3648.087976455689,100.0,0,0.0,64.07986111111111,2069,3996.243770599365,4910,1627.4525142219711,797.327868992374,1785.4464950081085,1485.7236175599778,0,sindy_mpc_conf_dagger,10,139.0,0.0
5760,4.972583300604392,13.22912075839687,8.25653745779248,4.98514562617519,3.083884518639446,0.1875073129778424,537433.0308098729,55.39050695750211,0.6250243765928081,10.279615062131487,63.888888888888886,2080,2307.45346736908,96.875,180,66188.87243652344,64.98263888888889,2017,4003.8429565429688,4277,1704.3232925727348,21.55256467549923,2284.3589036579706,1447.056484386807,0,sindy_mpc_dense_dagger,10,126.0,0.027629463993403
5760,-1.3359975783100566,12.13551728689035,13.471514865200406,4.736328978403957,2.416353327350274,6.318832559446173,493005.38977992046,52.62587753782175,21.06277519815391,8.05451109116758,45.13888888888889,3160,4530.422102928162,100.0,0,0.0,69.6875,1746,3580.869255065918,4906,1619.2577717391146,726.3025929280625,1789.891351892198,1472.6080553465408,0,sindy_mpc_confirmatory,11,130.8,0.0
5760,4.303718759940012,13.697136012153084,9.393417252213077,4.588179648245413,3.997876634480221,0.8073609694874405,556446.1504937191,50.97977386939348,2.691203231624802,13.326255448267402,63.15972222222223,2122,2428.756649017334,83.55902777777777,947,1060270.1666259766,54.34027777777778,2630,5486.712608337402,5699,1568.608426581593,92.80011138942294,2961.390100232683,1444.1871507955984,0,sindy_mpc_dense,11,77.7,0.0266349633003869
5760,7.724151663581851,16.21307955052217,8.488927886940319,5.086476339660084,2.2549112324768075,1.147540314803428,658656.3567399632,56.51640377400094,3.8251343826780935,7.516370774922692,66.84027777777779,1910,1679.353138923645,100.0,0,0.0,64.46180555555556,2047,4036.3380088806152,3957,1738.9662695032243,131.90118569587366,1670.3046160070364,1438.9898192620146,0,sindy_mpc_conf_dagger,11,116.5,0.061073321015689
3687,-1.792865596604894,2.97434888416368,4.767214480768574,3.317706130336709,1.2266290205357908,0.2228793298960748,120832.9234191495,36.863401448185655,0.7429310996535828,4.08876340178597,62.35421752101979,1388,1555.9407396316528,93.97884458909682,222,103950.74584960938,66.53105505831299,1234,3054.738536834717,2844,1134.2585063019003,25.61831386808384,908.6140890320725,820.6327671727689,0,sindy_mpc_dense_dagger,11,66.2,0.0327695365217496
5760,-1.9389429250495684,12.191607700112549,14.130550625162115,4.682293207633627,2.539228247378934,6.909029170149555,495284.06281707226,52.025480084818085,23.030097233831853,8.46409415792978,48.26388888888889,2980,4225.374277114868,100.0,0,0.0,63.50694444444444,2102,4273.579040527344,5082,1600.784001809077,794.1412838161285,1880.9098139156615,1502.554406405374,0,sindy_mpc_confirmatory,12,111.5,0.0
5760,6.537543990792962,16.28362690876251,9.746082917969549,4.865110839293299,4.541217316110047,0.3397547625662003,661522.343168477,54.05678710325888,1.1325158752206677,15.137391053700158,66.21527777777779,1946,1912.4939341545105,82.58680555555556,1003,769924.7056884766,62.82986111111111,2141,4357.813236236572,5090,1663.2857583348596,39.05227168177276,3363.8646775986235,1424.471314305233,0,sindy_mpc_dense,12,84.1,0.0413024965768022
5760,5.487280703772676,12.748567692540796,7.261286988768118,4.873110284884058,2.3880795594102504,9.714447380974889e-05,517910.5625094698,54.14566983204509,0.0003238149126991,7.960265198034168,59.82638888888889,2314,2256.6743116378784,100.0,0,0.0,65.20833333333333,2004,3505.2392959594727,4318,1666.020610360633,0.0111660313456142,1768.9478219227883,1427.9857414144683,0,sindy_mpc_conf_dagger,12,104.2,0.0719629108896843
5760,4.282909392113408,12.553632594905316,8.27072320279191,4.997393867937502,2.9057044090730826,0.3676249257813246,509991.3241680285,55.526598532638914,1.2254164192710824,9.685681363576942,68.38541666666667,1821,1759.1815900802612,92.17013888888889,451,635816.0678710938,57.15277777777777,2468,5687.609924316406,4740,1708.5107233569909,42.25573858635671,2152.373636357016,1408.9918283626746,0,sindy_mpc_dense_dagger,12,120.7,0.0468286090233534
